MAG-7,久经沙场,普通,35499,MAG-7 | 辐照警报,29,21.13,28.87,1.37,2024-06-17
MAG-7,崭新出厂,StatTrak™,38977,MAG-7（StatTrak™） | 灼烧之痕,20,76.6,112.93,1.47,2024-06-20
MAG-7,崭新出厂,纪念品,37781,MAG-7（纪念品） | 银质,552,76.4,103.85,1.36,2024-06-20
MAG-7,久经沙场,普通,35485,MAG-7 | 危机色调,7,69.76,93.98,1.35,2024-06-20
MAG-7,久经沙场,纪念品,37766,MAG-7（纪念品） | 威吓者,107,68.58,91.15,1.33,2024-06-20
MAG-7,崭新出厂,纪念品,37777,MAG-7（纪念品） | 沙丘之黄,26,67.3,89.85,1.34,2024-06-20
MAG-7,破损不堪,普通,35487,MAG-7 | 危机色调,5,65.83,108.86,1.65,2024-06-20
MAG-7,略有磨损,StatTrak™,38996,MAG-7（StatTrak™） | 记忆碎片,15,64.9,49.86,0.77,2024-06-20
MAG-7,崭新出厂,普通,779243,MAG-7 | 正义,169,63.9,88.54,1.39,2024-06-20
MAG-7,崭新出厂,StatTrak™,38994,MAG-7（StatTrak™） | 记忆碎片,39,62.76,76.13,1.21,2024-06-20
MAG-7,破损不堪,纪念品,37768,MAG-7（纪念品） | 威吓者,15,61.86,96.45,1.56,2024-06-20
MAG-7,战痕累累,普通,35483,MAG-7 | 危机色调,4,57.23,97.47,1.7,2024-06-20
MAG-7,略有磨损,StatTrak™,779324,MAG-7（StatTrak™） | 正义,120,56.9,78.96,1.39,2024-06-20
MAG-7,崭新出厂,StatTrak™,38986,MAG-7（StatTrak™） | 炽热,91,56.29,83.46,1.48,2024-06-20
MAG-7,崭新出厂,StatTrak™,39001,MAG-7（StatTrak™） | 禁卫军,33,54.89,72.86,1.33,2024-06-20
MAG-7,战痕累累,纪念品,37765,MAG-7（纪念品） | 威吓者,16,52.21,72.65,1.39,2024-06-20
MAG-7,略有磨损,纪念品,876969,MAG-7（纪念品） | 棱彩阶梯,52,48.9,64.66,1.32,2024-06-20
MAG-7,崭新出厂,普通,35502,MAG-7 | 记忆碎片,33,45.44,61.54,1.35,2024-06-20
MAG-7,略有磨损,普通,835364,MAG-7 | 碳素纤维,46,39.6,48.91,1.24,2024-06-20
MAG-7,崭新出厂,StatTrak™,38981,MAG-7（StatTrak™） | 硬水,26,38.89,49.42,1.27,2024-06-20
MAG-7,略有磨损,StatTrak™,39003,MAG-7（StatTrak™） | 禁卫军,38,38.17,46.96,1.23,2024-06-20
MAG-7,崭新出厂,普通,835367,MAG-7 | 碳素纤维,162,37.9,49.86,1.32,2024-06-20
MAG-7,久经沙场,普通,35461,MAG-7 | 威吓者,96,37.13,52.18,1.41,2024-06-20
MAG-7,崭新出厂,StatTrak™,871846,MAG-7（StatTrak™） | 铋晶体,193,36.7,51.75,1.41,2024-06-20
MAG-7,略有磨损,纪念品,37775,MAG-7（纪念品） | 金属 DDPAT,19,36.6,48.19,1.32,2024-06-20
MAG-7,略有磨损,普通,35518,MAG-7 | 沙丘之黄,8,36.6,35.56,0.97,2024-06-20
MAG-7,略有磨损,普通,35504,MAG-7 | 记忆碎片,20,35.67,43.54,1.22,2024-06-20
MAG-7,略有磨损,普通,35500,MAG-7 | 辐照警报,9,34.2,43.69,1.28,2024-06-20
MAG-7,久经沙场,普通,35503,MAG-7 | 记忆碎片,6,33.76,57.84,1.71,2024-06-20
MAG-7,破损不堪,普通,35463,MAG-7 | 威吓者,8,32.81,40.86,1.25,2024-06-20
MAG-7,战痕累累,普通,35459,MAG-7 | 威吓者,20,32.63,42.02,1.29,2024-06-20
MAG-7,崭新出厂,普通,35521,MAG-7 | 海鸟,70,32.55,53.7,1.65,2024-06-20
MAG-7,战痕累累,普通,35497,MAG-7 | 辐照警报,8,32.5,36.29,1.12,2024-06-20
MAG-7,久经沙场,StatTrak™,38982,MAG-7（StatTrak™） | 硬水,10,31.7,34.33,1.08,2024-06-20
MAG-7,久经沙场,StatTrak™,38995,MAG-7（StatTrak™） | 记忆碎片,9,30.97,47.97,1.55,2024-06-20
MAG-7,略有磨损,普通,779183,MAG-7 | 正义,305,29.9,39.55,1.32,2024-06-20
MAG-7,崭新出厂,StatTrak™,781712,MAG-7（StatTrak™） | 北冥有鱼,163,28.24,42.17,1.49,2024-06-20
MAG-7,略有磨损,StatTrak™,38983,MAG-7（StatTrak™） | 硬水,14,27.6,41.51,1.5,2024-06-20
MAG-7,久经沙场,StatTrak™,779277,MAG-7（StatTrak™） | 正义,163,25.3,33.53,1.33,2024-06-20
MAG-7,久经沙场,StatTrak™,39002,MAG-7（StatTrak™） | 禁卫军,13,24.6,32.95,1.34,2024-06-20
MAG-7,破损不堪,StatTrak™,38984,MAG-7（StatTrak™） | 硬水,6,24.4,26.85,1.1,2024-06-20
MAG-7,崭新出厂,StatTrak™,45315,MAG-7（StatTrak™） | SWAG-7,122,24,36.87,1.54,2024-06-20
MAG-7,崭新出厂,普通,35511,MAG-7 | 禁卫军,81,23.95,32.08,1.34,2024-06-20
MAG-7,崭新出厂,普通,35479,MAG-7 | 硬水,74,22.97,32.66,1.42,2024-06-20
MAG-7,崭新出厂,普通,762250,MAG-7 | 核芯破裂,251,22.9,30.99,1.35,2024-06-20
MAG-7,破损不堪,StatTrak™,39004,MAG-7（StatTrak™） | 禁卫军,3,22.47,28.59,1.27,2024-06-20
MAG-7,崭新出厂,纪念品,929105,MAG-7（纪念品） | 鎏铜,56,22.13,25.69,1.16,2024-06-20
MAG-7,破损不堪,StatTrak™,779376,MAG-7（StatTrak™） | 正义,34,21.17,25.84,1.22,2024-06-20
MAG-7,崭新出厂,StatTrak™,38997,MAG-7（StatTrak™） | 石雕,55,20.9,28.67,1.37,2024-06-20
MAG-7,略有磨损,普通,35481,MAG-7 | 硬水,33,20.8,31.28,1.5,2024-06-20
MAG-7,破损不堪,普通,35501,MAG-7 | 辐照警报,40,19.7,26.71,1.36,2024-06-20
MAG-7,崭新出厂,普通,35475,MAG-7 | 灼烧之痕,41,19.7,26.78,1.36,2024-06-20
MAG-7,久经沙场,普通,35499,MAG-7 | 辐照警报,28,19.32,27.65,1.43,2024-06-20
MAG-7,久经沙场,普通,35480,MAG-7 | 硬水,35,18.76,21.92,1.17,2024-06-20
MAG-7,略有磨损,普通,35523,MAG-7 | 海鸟,30,18.69,21.84,1.17,2024-06-20
MAG-7,久经沙场,普通,35522,MAG-7 | 海鸟,12,18.68,17.78,0.95,2024-06-20
MAG-7,略有磨损,StatTrak™,871684,MAG-7（StatTrak™） | 铋晶体,211,18.3,27.07,1.48,2024-06-20
MAG-7,久经沙场,纪念品,877106,MAG-7（纪念品） | 棱彩阶梯,49,17.93,24.6,1.37,2024-06-20
MAG-7,破损不堪,普通,35524,MAG-7 | 海鸟,20,17.44,16.84,0.97,2024-06-20
MAG-7,略有磨损,普通,35513,MAG-7 | 禁卫军,84,17.34,23.37,1.35,2024-06-20
MAG-7,崭新出厂,普通,35489,MAG-7 | 炽热,205,16.9,23.73,1.4,2024-06-20
MAG-7,战痕累累,普通,35520,MAG-7 | 海鸟,6,15.96,18.0,1.13,2024-06-20
MAG-7,崭新出厂,纪念品,37784,MAG-7（纪念品） | 暴风呼啸,65,15.7,23.59,1.5,2024-06-20
MAG-7,略有磨损,StatTrak™,38988,MAG-7（StatTrak™） | 炽热,229,15.37,20.83,1.36,2024-06-20
MAG-7,破损不堪,普通,35482,MAG-7 | 硬水,13,15.3,22.93,1.5,2024-06-20
MAG-7,略有磨损,纪念品,761451,MAG-7（纪念品） | 核芯破裂,41,14.78,17.85,1.21,2024-06-20
MAG-7,久经沙场,普通,35512,MAG-7 | 禁卫军,42,13.48,17.64,1.31,2024-06-20
MAG-7,久经沙场,普通,779181,MAG-7 | 正义,524,13.38,17.78,1.33,2024-06-20
MAG-7,破损不堪,普通,35514,MAG-7 | 禁卫军,9,13.38,16.98,1.27,2024-06-20
MAG-7,战痕累累,StatTrak™,779283,MAG-7（StatTrak™） | 正义,74,12.9,18.72,1.45,2024-06-20
MAG-7,战痕累累,普通,35515,MAG-7 | 沙丘之黄,13,11.76,12.48,1.06,2024-06-20
MAG-7,战痕累累,StatTrak™,38976,MAG-7（StatTrak™） | 灼烧之痕,28,11.63,16.76,1.44,2024-06-20
MAG-7,崭新出厂,普通,927307,MAG-7 | 鎏铜,202,11.4,15.6,1.37,2024-06-20
MAG-7,久经沙场,普通,35517,MAG-7 | 沙丘之黄,50,11.39,16.69,1.47,2024-06-20
MAG-7,崭新出厂,普通,871616,MAG-7 | 铋晶体,661,11.4,15.97,1.4,2024-06-20
MAG-7,略有磨损,StatTrak™,38979,MAG-7（StatTrak™） | 灼烧之痕,69,11.25,14.66,1.3,2024-06-20
MAG-7,破损不堪,普通,779269,MAG-7 | 正义,79,11.2,13.06,1.17,2024-06-20
MAG-7,崭新出厂,StatTrak™,38972,MAG-7（StatTrak™） | 钴核,113,11.14,15.82,1.42,2024-06-20
MAG-7,崭新出厂,StatTrak™,38990,MAG-7（StatTrak™） | 天空守卫,172,10.5,14.22,1.35,2024-06-20
MAG-7,战痕累累,StatTrak™,871776,MAG-7（StatTrak™） | 铋晶体,16,9.78,10.96,1.12,2024-06-20
MAG-7,略有磨损,普通,35534,MAG-7 | 暴风呼啸,34,9.76,13.93,1.43,2024-06-20
MAG-7,崭新出厂,普通,781611,MAG-7 | 北冥有鱼,503,9.71,12.63,1.3,2024-06-20
MAG-7,略有磨损,普通,762206,MAG-7 | 核芯破裂,342,9.43,13.5,1.43,2024-06-20
MAG-7,破损不堪,普通,35519,MAG-7 | 沙丘之黄,8,9.29,13.79,1.48,2024-06-20
MAG-7,略有磨损,StatTrak™,781570,MAG-7（StatTrak™） | 北冥有鱼,338,9.09,11.97,1.32,2024-06-20
MAG-7,破损不堪,StatTrak™,38980,MAG-7（StatTrak™） | 灼烧之痕,21,8.98,11.1,1.24,2024-06-20
MAG-7,战痕累累,纪念品,761586,MAG-7（纪念品） | 核芯破裂,35,8.97,10.09,1.12,2024-06-20
MAG-7,略有磨损,普通,927357,MAG-7 | 鎏铜,282,8.93,11.68,1.31,2024-06-20
MAG-7,略有磨损,纪念品,37772,MAG-7（纪念品） | 辐照警报,145,8.78,10.23,1.17,2024-06-20
MAG-7,崭新出厂,普通,35507,MAG-7 | 石雕,96,8.54,11.1,1.3,2024-06-20
MAG-7,久经沙场,StatTrak™,871581,MAG-7（StatTrak™） | 铋晶体,262,8.46,12.63,1.49,2024-06-20
MAG-7,略有磨损,StatTrak™,38999,MAG-7（StatTrak™） | 石雕,84,7.99,10.6,1.33,2024-06-20
MAG-7,久经沙场,StatTrak™,38978,MAG-7（StatTrak™） | 灼烧之痕,39,7.98,10.6,1.33,2024-06-20
MAG-7,崭新出厂,纪念品,37774,MAG-7（纪念品） | 金属 DDPAT,403,7.99,11.97,1.5,2024-06-20
MAG-7,破损不堪,StatTrak™,871410,MAG-7（StatTrak™） | 铋晶体,26,7.57,10.16,1.34,2024-06-20
MAG-7,战痕累累,普通,779206,MAG-7 | 正义,247,7.49,10.89,1.45,2024-06-20
MAG-7,略有磨损,纪念品,37779,MAG-7（纪念品） | 沙丘之黄,406,7.49,9.43,1.26,2024-06-20
MAG-7,崭新出厂,普通,45265,MAG-7 | SWAG-7,172,7.48,10.89,1.46,2024-06-20
MAG-7,略有磨损,StatTrak™,45317,MAG-7（StatTrak™） | SWAG-7,181,6.99,10.31,1.47,2024-06-20
MAG-7,久经沙场,StatTrak™,38987,MAG-7（StatTrak™） | 炽热,321,6.89,9.0,1.31,2024-06-20
MAG-7,久经沙场,普通,927331,MAG-7 | 鎏铜,408,6.66,8.64,1.3,2024-06-20
MAG-7,破损不堪,StatTrak™,773793,MAG-7（StatTrak™） | 碰碰狗,7,6.49,3.34,0.51,2024-06-20
MAG-7,崭新出厂,StatTrak™,921591,MAG-7（StatTrak™） | 鱼长梦短,157,6.4,8.35,1.3,2024-06-20
MAG-7,略有磨损,普通,871492,MAG-7 | 铋晶体,602,6.16,8.78,1.43,2024-06-20
MAG-7,破损不堪,普通,773768,MAG-7 | 碰碰狗,36,5.99,8.56,1.43,2024-06-20
MAG-7,略有磨损,普通,35491,MAG-7 | 炽热,415,5.98,7.91,1.32,2024-06-20
MAG-7,崭新出厂,StatTrak™,39005,MAG-7（StatTrak™） | 声纳,70,5.8,8.78,1.51,2024-06-20
MAG-7,略有磨损,StatTrak™,38974,MAG-7（StatTrak™） | 钴核,140,5.65,7.48,1.32,2024-06-20
MAG-7,略有磨损,StatTrak™,38992,MAG-7（StatTrak™） | 天空守卫,141,5.61,7.55,1.35,2024-06-20
MAG-7,久经沙场,普通,35533,MAG-7 | 暴风呼啸,42,5.39,4.79,0.89,2024-06-20
MAG-7,破损不堪,StatTrak™,38993,MAG-7（StatTrak™） | 天空守卫,12,5.16,5.3,1.03,2024-06-20
MAG-7,久经沙场,纪念品,761508,MAG-7（纪念品） | 核芯破裂,55,4.91,7.26,1.48,2024-06-20
MAG-7,崭新出厂,StatTrak™,773712,MAG-7（StatTrak™） | 碰碰狗,48,4.78,7.18,1.5,2024-06-20
MAG-7,破损不堪,StatTrak™,38989,MAG-7（StatTrak™） | 炽热,76,4.78,5.52,1.15,2024-06-20
MAG-7,久经沙场,普通,762205,MAG-7 | 核芯破裂,122,4.61,5.81,1.26,2024-06-20
MAG-7,破损不堪,普通,927343,MAG-7 | 鎏铜,199,4.48,6.02,1.34,2024-06-20
MAG-7,崭新出厂,普通,871135,MAG-7 | 海军之辉,397,4.43,5.66,1.28,2024-06-20
MAG-7,破损不堪,纪念品,761641,MAG-7（纪念品） | 核芯破裂,28,4.35,4.79,1.1,2024-06-20
MAG-7,战痕累累,普通,871205,MAG-7 | 海军之辉,28,4.1,4.79,1.17,2024-06-20
MAG-7,略有磨损,普通,871133,MAG-7 | 海军之辉,384,4.09,5.3,1.3,2024-06-20
MAG-7,久经沙场,StatTrak™,38991,MAG-7（StatTrak™） | 天空守卫,89,4.09,5.15,1.26,2024-06-20
MAG-7,战痕累累,普通,927355,MAG-7 | 鎏铜,132,4.04,5.37,1.33,2024-06-20
MAG-7,破损不堪,普通,871308,MAG-7 | 海军之辉,9,4.04,5.01,1.24,2024-06-20
MAG-7,久经沙场,普通,871126,MAG-7 | 海军之辉,267,4.01,5.01,1.25,2024-06-20
MAG-7,破损不堪,StatTrak™,39000,MAG-7（StatTrak™） | 石雕,24,3.98,4.5,1.13,2024-06-20
MAG-7,破损不堪,普通,35478,MAG-7 | 灼烧之痕,20,3.98,6.31,1.59,2024-06-20
MAG-7,战痕累累,StatTrak™,38985,MAG-7（StatTrak™） | 炽热,102,3.97,5.15,1.3,2024-06-20
MAG-7,破损不堪,普通,35535,MAG-7 | 暴风呼啸,17,3.94,4.28,1.09,2024-06-20
MAG-7,战痕累累,普通,35474,MAG-7 | 灼烧之痕,28,3.94,4.14,1.05,2024-06-20
MAG-7,略有磨损,普通,781572,MAG-7 | 北冥有鱼,1683,3.89,5.37,1.38,2024-06-20
MAG-7,久经沙场,StatTrak™,781632,MAG-7（StatTrak™） | 北冥有鱼,446,3.86,5.15,1.33,2024-06-20
MAG-7,崭新出厂,普通,35493,MAG-7 | 天空守卫,214,3.8,4.64,1.22,2024-06-20
MAG-7,战痕累累,普通,35531,MAG-7 | 暴风呼啸,18,3.73,3.77,1.01,2024-06-20
MAG-7,略有磨损,纪念品,929110,MAG-7（纪念品） | 鎏铜,111,3.59,3.85,1.07,2024-06-20
MAG-7,破损不堪,StatTrak™,781624,MAG-7（StatTrak™） | 北冥有鱼,92,3.56,4.21,1.18,2024-06-20
MAG-7,久经沙场,StatTrak™,38998,MAG-7（StatTrak™） | 石雕,98,3.53,4.57,1.29,2024-06-20
MAG-7,略有磨损,普通,35477,MAG-7 | 灼烧之痕,142,3.48,4.5,1.29,2024-06-20
MAG-7,破损不堪,普通,762207,MAG-7 | 核芯破裂,108,3.47,4.14,1.19,2024-06-20
MAG-7,略有磨损,普通,35509,MAG-7 | 石雕,163,3.37,4.79,1.42,2024-06-20
MAG-7,久经沙场,普通,871369,MAG-7 | 铋晶体,990,3.26,4.21,1.29,2024-06-20
MAG-7,崭新出厂,StatTrak™,887039,MAG-7（StatTrak™） | 先见之明,127,3.22,4.72,1.47,2024-06-20
MAG-7,破损不堪,普通,871635,MAG-7 | 铋晶体,63,3.18,4.21,1.32,2024-06-20
MAG-7,崭新出厂,普通,35465,MAG-7 | 钴核,286,3.17,4.14,1.31,2024-06-20
MAG-7,略有磨损,普通,45267,MAG-7 | SWAG-7,396,3.11,4.5,1.45,2024-06-20
MAG-7,略有磨损,普通,35495,MAG-7 | 天空守卫,116,3.1,3.7,1.19,2024-06-20
MAG-7,久经沙场,普通,35490,MAG-7 | 炽热,350,3.07,3.99,1.3,2024-06-20
MAG-7,战痕累累,普通,871430,MAG-7 | 铋晶体,53,2.99,3.7,1.24,2024-06-20
MAG-7,战痕累累,StatTrak™,781645,MAG-7（StatTrak™） | 北冥有鱼,115,2.94,3.77,1.28,2024-06-20
MAG-7,破损不堪,纪念品,37773,MAG-7（纪念品） | 辐照警报,38,2.89,2.9,1.0,2024-06-20
MAG-7,略有磨损,StatTrak™,39007,MAG-7（StatTrak™） | 声纳,50,2.87,3.63,1.26,2024-06-20
MAG-7,久经沙场,StatTrak™,45316,MAG-7（StatTrak™） | SWAG-7,332,2.84,3.92,1.38,2024-06-20
MAG-7,战痕累累,普通,762235,MAG-7 | 核芯破裂,104,2.69,3.48,1.29,2024-06-20
MAG-7,久经沙场,普通,35476,MAG-7 | 灼烧之痕,138,2.68,3.63,1.35,2024-06-20
MAG-7,战痕累累,StatTrak™,38971,MAG-7（StatTrak™） | 钴核,25,2.62,2.9,1.11,2024-06-20
MAG-7,破损不堪,StatTrak™,38975,MAG-7（StatTrak™） | 钴核,20,2.57,2.61,1.02,2024-06-20
MAG-7,破损不堪,普通,35496,MAG-7 | 天空守卫,37,2.45,2.83,1.16,2024-06-20
MAG-7,久经沙场,纪念品,37771,MAG-7（纪念品） | 辐照警报,350,2.42,2.25,0.93,2024-06-20
MAG-7,战痕累累,纪念品,37769,MAG-7（纪念品） | 辐照警报,77,2.29,2.47,1.08,2024-06-20
MAG-7,战痕累累,StatTrak™,45314,MAG-7（StatTrak™） | SWAG-7,157,2.27,3.34,1.47,2024-06-20
MAG-7,久经沙场,StatTrak™,38973,MAG-7（StatTrak™） | 钴核,142,2.23,2.98,1.34,2024-06-20
MAG-7,久经沙场,普通,35494,MAG-7 | 天空守卫,84,2.21,3.05,1.38,2024-06-20
MAG-7,破损不堪,StatTrak™,45394,MAG-7（StatTrak™） | SWAG-7,49,2.2,3.12,1.42,2024-06-20
MAG-7,破损不堪,普通,35510,MAG-7 | 石雕,21,2.19,3.34,1.53,2024-06-20
MAG-7,略有磨损,普通,35467,MAG-7 | 钴核,199,2.11,2.76,1.31,2024-06-20
MAG-7,破损不堪,普通,35492,MAG-7 | 炽热,270,2,2.61,1.3,2024-06-20
MAG-7,久经沙场,普通,781614,MAG-7 | 北冥有鱼,1883,2.09,2.76,1.32,2024-06-20
MAG-7,战痕累累,普通,35464,MAG-7 | 钴核,48,1.98,2.03,1.03,2024-06-20
MAG-7,略有磨损,StatTrak™,773762,MAG-7（StatTrak™） | 碰碰狗,79,1.96,2.25,1.15,2024-06-20
MAG-7,战痕累累,普通,35488,MAG-7 | 炽热,207,1.95,2.54,1.3,2024-06-20
MAG-7,久经沙场,普通,35508,MAG-7 | 石雕,144,1.9,2.69,1.42,2024-06-20
MAG-7,破损不堪,普通,781569,MAG-7 | 北冥有鱼,541,1.89,2.47,1.31,2024-06-20
MAG-7,略有磨损,StatTrak™,921510,MAG-7（StatTrak™） | 鱼长梦短,266,1.75,2.32,1.33,2024-06-20
MAG-7,久经沙场,StatTrak™,39006,MAG-7（StatTrak™） | 声纳,58,1.68,1.96,1.17,2024-06-20
MAG-7,破损不堪,纪念品,37780,MAG-7（纪念品） | 沙丘之黄,127,1.65,1.81,1.1,2024-06-20
MAG-7,崭新出厂,普通,773662,MAG-7 | 碰碰狗,178,1.64,2.18,1.33,2024-06-20
MAG-7,战痕累累,普通,781608,MAG-7 | 北冥有鱼,682,1.62,2.03,1.25,2024-06-20
MAG-7,久经沙场,纪念品,37778,MAG-7（纪念品） | 沙丘之黄,1054,1.6,2.1,1.31,2024-06-20
MAG-7,久经沙场,普通,45266,MAG-7 | SWAG-7,849,1.59,2.1,1.32,2024-06-20
MAG-7,战痕累累,普通,45264,MAG-7 | SWAG-7,223,1.56,1.96,1.26,2024-06-20
MAG-7,久经沙场,纪念品,929072,MAG-7（纪念品） | 鎏铜,103,1.51,1.89,1.25,2024-06-20
MAG-7,破损不堪,普通,45268,MAG-7 | SWAG-7,210,1.48,2.03,1.37,2024-06-20
MAG-7,崭新出厂,普通,921530,MAG-7 | 鱼长梦短,449,1.42,1.89,1.33,2024-06-20
MAG-7,崭新出厂,普通,35527,MAG-7 | 声纳,182,1.38,1.89,1.37,2024-06-20
MAG-7,略有磨损,StatTrak™,886651,MAG-7（StatTrak™） | 先见之明,319,1.35,2.03,1.5,2024-06-20
MAG-7,战痕累累,纪念品,37776,MAG-7（纪念品） | 沙丘之黄,183,1.27,1.81,1.43,2024-06-20
MAG-7,久经沙场,普通,35466,MAG-7 | 钴核,211,1.27,1.52,1.2,2024-06-20
MAG-7,破损不堪,纪念品,929069,MAG-7（纪念品） | 鎏铜,59,1.22,1.45,1.19,2024-06-20
MAG-7,略有磨损,纪念品,37786,MAG-7（纪念品） | 暴风呼啸,590,1.13,1.45,1.28,2024-06-20
MAG-7,战痕累累,纪念品,929086,MAG-7（纪念品） | 鎏铜,75,1.11,1.52,1.37,2024-06-20
MAG-7,破损不堪,StatTrak™,43925,MAG-7（StatTrak™） | 声纳,10,1.11,1.67,1.5,2024-06-20
MAG-7,崭新出厂,纪念品,761388,MAG-7（纪念品） | 外表生锈,200,1.02,1.67,1.64,2024-06-20
MAG-7,崭新出厂,普通,886664,MAG-7 | 先见之明,444,0.98,1.38,1.41,2024-06-20
MAG-7,破损不堪,普通,35468,MAG-7 | 钴核,30,0.97,1.31,1.35,2024-06-20
MAG-7,久经沙场,普通,773665,MAG-7 | 碰碰狗,149,0.89,1.23,1.38,2024-06-20
MAG-7,略有磨损,普通,35506,MAG-7 | 金属 DDPAT,55,0.89,0.94,1.06,2024-06-20
MAG-7,略有磨损,普通,773635,MAG-7 | 碰碰狗,124,0.88,1.09,1.24,2024-06-20
MAG-7,崭新出厂,普通,35505,MAG-7 | 金属 DDPAT,2117,0.85,1.16,1.36,2024-06-20
MAG-7,战痕累累,普通,773683,MAG-7 | 碰碰狗,23,0.78,0.73,0.94,2024-06-20
MAG-7,久经沙场,StatTrak™,773657,MAG-7（StatTrak™） | 碰碰狗,152,0.78,1.09,1.4,2024-06-20
MAG-7,战痕累累,StatTrak™,773724,MAG-7（StatTrak™） | 碰碰狗,44,0.74,0.87,1.18,2024-06-20
MAG-7,久经沙场,StatTrak™,921502,MAG-7（StatTrak™） | 鱼长梦短,342,0.72,1.02,1.42,2024-06-20
MAG-7,略有磨损,普通,35529,MAG-7 | 声纳,136,0.71,1.02,1.44,2024-06-20
MAG-7,战痕累累,纪念品,761370,MAG-7（纪念品） | 外表生锈,570,0.68,0.65,0.96,2024-06-20
MAG-7,战痕累累,StatTrak™,887056,MAG-7（StatTrak™） | 先见之明,40,0.63,0.87,1.38,2024-06-20
MAG-7,略有磨损,普通,921437,MAG-7 | 鱼长梦短,928,0.59,0.87,1.47,2024-06-20
MAG-7,破损不堪,StatTrak™,887007,MAG-7（StatTrak™） | 先见之明,31,0.58,1.09,1.88,2024-06-20
MAG-7,破损不堪,StatTrak™,921422,MAG-7（StatTrak™） | 鱼长梦短,136,0.57,0.8,1.4,2024-06-20
MAG-7,战痕累累,StatTrak™,921531,MAG-7（StatTrak™） | 鱼长梦短,112,0.56,0.8,1.43,2024-06-20
MAG-7,久经沙场,普通,35528,MAG-7 | 声纳,144,0.54,0.87,1.61,2024-06-20
